Year,Violations
2001,234
2002,483
2003,634
2004,646
2005,1024
2006,1189
2007,1204
2008,1173
2009,1352
2010,1397
2011,1510
2012,1204
2013,1267
2014,1336
2015,1049
2016,808
2017,798
2018,866
2019,1037
2020,830
