Date,Count
2001,3
2002,48
2003,210
2004,195
2005,123
2006,111
2007,115
2008,112
2009,108
2010,76
2011,95
2012,126
2013,217
2014,322
2015,224
2016,116
2017,98
2018,65
2019,102
2020,57
