Date,Count
2001,13
2002,7
2003,7
2004,2
2005,53
2006,79
2007,68
2008,79
2009,71
2010,84
2011,96
2012,65
2013,102
2014,114
2015,88
2016,53
2017,59
2018,53
2019,31
2020,9
