Date,Count
2001,410
2002,385
2003,420
2004,397
2005,302
2006,380
2007,401
2008,378
2009,344
2010,422
2011,472
2012,482
2013,446
2014,271
2015,174
2016,179
2017,191
2018,171
2019,244
2020,82
