Year,Violations
2001,15
2002,56
2003,83
2004,126
2005,215
2006,167
2007,97
2008,186
2009,114
2010,104
2011,96
2012,137
2013,79
2014,142
2015,141
2016,169
2017,152
2018,167
2019,203
2020,159
