Year,Violations
2001,5
2002,4
2003,0
2004,12
2005,7
2006,33
2007,89
2008,110
2009,122
2010,88
2011,70
2012,30
2013,13
2014,28
2015,3
2016,13
2017,17
2018,24
2019,60
2020,36
2021,1
