Year,Violations
2001,2034
2002,1997
2003,1800
2004,1358
2005,1410
2006,1090
2007,1039
2008,985
2009,799
2010,677
2011,928
2012,728
2013,767
2014,925
2015,811
2016,796
2017,785
2018,957
2019,1200
2020,1068
2021,2
