Year,Violations
2001,40
2002,30
2003,21
2004,4
2005,2
2006,11
2007,24
2008,4
2009,11
2010,15
2011,11
2012,15
2013,1
2014,21
2015,3
2016,9
2017,24
2018,62
2019,97
2020,74
