Year,Violations
2001,59
2002,76
2003,184
2004,306
2005,235
2006,158
2007,213
2008,147
2009,116
2010,144
2011,71
2012,105
2013,107
2014,138
2015,176
2016,252
2017,185
2018,313
2019,217
2020,227
