Date,Count
2001,79
2002,69
2003,35
2004,45
2005,38
2006,51
2007,37
2008,47
2009,39
2010,56
2011,44
2012,27
2013,43
2014,31
2015,16
2016,23
2017,12
2018,18
2019,16
2020,8
