YEAR,Total
2001,3
2002,0
2003,0
2004,0
2005,0
2006,0
2007,0
2008,0
2009,0
2010,0
2011,80
2012,42
2013,43
2014,34
2015,54
2016,41
2017,145
2018,462
2019,837
2020,801
