YEAR,Total
2001,170
2002,415
2003,410
2004,414
2005,370
2006,327
2007,375
2008,275
2009,192
2010,120
2011,116
2012,82
2013,139
2014,127
2015,141
2016,97
2017,412
2018,798
2019,938
2020,1161
