Year,Violations
2001,20
2002,17
2003,16
2004,16
2005,16
2006,16
2007,16
2008,16
2009,16
2010,16
2011,102
2012,95
2013,116
2014,134
2015,64
2016,88
2017,201
2018,535
2019,1049
2020,1056
