Program,State,CD,Facilities,Percent
CAA,OR,,14,4.545454545454546
CWA,OR,,90,2.936378466557912
RCRA,OR,,34,0.8294706025859966
CAA,OR,2,5,6.25
CWA,OR,2,24,4.363636363636364
RCRA,OR,2,5,0.7132667617689016
