Date,Amount,Count
2001,51848.0,22
2002,72181.0,29
2003,169397.0,74
2004,144032.0,61
2005,132307.0,67
2006,31570.0,21
2007,59820.0,34
2008,101599.0,42
2009,182605.0,59
2010,201817.5,53
2011,892857.75,73
2012,851326.0,65
2013,463715.25,43
2014,403101.0,74
2015,1496869.0,156
2016,886705.0,224
2017,786190.0,124
2018,262000.0,138
2019,1181900.0,155
2020,683085.0,38
