YEAR,Total
2001,24
2002,25
2003,36
2004,52
2005,22
2006,35
2007,14
2008,19
2009,11
2010,19
2011,19
2012,10
2013,21
2014,19
2015,25
2016,19
2017,39
2018,37
2019,73
2020,66
