YEAR,Total
2001,125
2002,232
2003,277
2004,387
2005,468
2006,499
2007,548
2008,680
2009,663
2010,670
2011,744
2012,839
2013,1031
2014,1285
2015,2969
2016,3276
2017,2816
2018,2377
2019,2135
2020,1559
2021,5
