Program,State,CD,Facilities,Percent
CAA,MI,,99,3.4422809457579975
CWA,MI,,1460,45.06172839506173
RCRA,MI,,468,1.933484817186532
CAA,MI,6,5,2.1645021645021645
CWA,MI,6,153,52.218430034129696
RCRA,MI,6,30,1.9023462270133165
