Date,Count
2001,237
2002,371
2003,443
2004,599
2005,397
2006,682
2007,635
2008,530
2009,518
2010,560
2011,484
2012,459
2013,457
2014,435
2015,440
2016,393
2017,267
2018,282
2019,279
2020,167
