Year,Violations
2001,4
2002,5
2003,3
2004,1
2005,0
2006,0
2007,17
2008,28
2009,14
2010,20
2011,5
2012,6
2013,22
2014,21
2015,16
2016,133
2017,146
2018,150
2019,171
2020,97
