Year,Violations
2001,25
2002,17
2003,19
2004,14
2005,27
2006,34
2007,25
2008,12
2009,18
2010,30
2011,11
2012,39
2013,20
2014,35
2015,33
2016,25
2017,27
2018,95
2019,146
2020,122
