YEAR,Total
2001,100
2002,228
2003,244
2004,173
2005,155
2006,237
2007,286
2008,401
2009,377
2010,406
2011,511
2012,500
2013,422
2014,435
2015,502
2016,452
2017,396
2018,463
2019,509
2020,466
