Year,Violations
2001,318
2002,312
2003,370
2004,652
2005,861
2006,1134
2007,1170
2008,1352
2009,1259
2010,1214
2011,1081
2012,1087
2013,1373
2014,1222
2015,895
2016,960
2017,1169
2018,1349
2019,1979
2020,1500
