Year,Violations
2001,20
2002,17
2003,4
2004,54
2005,80
2006,54
2007,34
2008,83
2009,98
2010,69
2011,86
2012,43
2013,20
2014,17
2015,46
2016,22
2017,45
2018,264
2019,499
2020,476
