YEAR,Total
2001,115
2002,24
2003,15
2004,76
2005,152
2006,219
2007,172
2008,182
2009,72
2010,71
2011,50
2012,35
2013,79
2014,53
2015,88
2016,70
2017,170
2018,340
2019,516
2020,490
