Date,Count
2001,186
2002,225
2003,163
2004,161
2005,156
2006,236
2007,383
2008,293
2009,406
2010,377
2011,327
2012,459
2013,345
2014,348
2015,218
2016,149
2017,167
2018,119
2019,84
2020,52
