Year,Violations
2001,1
2002,0
2003,0
2004,0
2005,0
2006,4
2007,0
2008,0
2009,0
2010,0
2011,22
2012,15
2013,60
2014,122
2015,87
2016,64
2017,130
2018,498
2019,1116
2020,1131
