Date,Count
2002,3
2003,9
2004,1
2005,8
2006,11
2007,8
2008,12
2009,11
2010,2
2011,5
2012,2
2013,3
2014,4
2015,7
2016,3
2017,6
2018,1
2019,10
2020,2
