Year,Violations
2001,1
2002,7
2003,10
2004,42
2005,48
2006,42
2007,38
2008,33
2009,34
2010,39
2011,43
2012,39
2013,44
2014,14
2015,13
2016,30
2017,12
2018,17
2019,32
2020,80
