REGISTRY_ID,FAC_NAME,noncomp_count,CWA_FORMAL_ACTION_COUNT,DFR_URL,FAC_LAT,FAC_LONG
110031407449,SEAPORT REFINING LLC,12,,http://echo.epa.gov/detailed-facility-report?fid=110031407449,37.505608,-122.209792
110000730594,SILICON VALLEY CLEAN WATER,12,,http://echo.epa.gov/detailed-facility-report?fid=110000730594,37.542795,-122.231095
110064622519,"SFIA, MEL LEONG SANITARY AND INDUSTRIAL TREATMENT PLANTS",9,1.0,http://echo.epa.gov/detailed-facility-report?fid=110064622519,37.63625,-122.38583
110009067400,CALERA CREEK WRP,9,1.0,http://echo.epa.gov/detailed-facility-report?fid=110009067400,37.613917,-122.48713899999998
110056000857,SAN MATEO WWTF,8,,http://echo.epa.gov/detailed-facility-report?fid=110056000857,37.5685,-122.29484
110055972023,OCEANSIDE WPCP,7,1.0,http://echo.epa.gov/detailed-facility-report?fid=110055972023,37.7286,-122.50485
110005972965,OX MOUNTAIN LANDFILL,6,3.0,http://echo.epa.gov/detailed-facility-report?fid=110005972965,37.4992,-122.411
110021328972,SRDC,3,,http://echo.epa.gov/detailed-facility-report?fid=110021328972,37.492748,-122.214554
110000736286,SOUTH SAN FRANCISCO-SAN BRUNO,2,,http://echo.epa.gov/detailed-facility-report?fid=110000736286,37.641603,-122.39997
110000831459,SANFORD METAL PROCESSING INC,1,,http://echo.epa.gov/detailed-facility-report?fid=110000831459,37.47498,-122.1518
110001157364,HARBOR READY MIX,1,,http://echo.epa.gov/detailed-facility-report?fid=110001157364,37.49375,-122.21334399999999
110065973076,ZARC RECYCLING,1,,http://echo.epa.gov/detailed-facility-report?fid=110065973076,37.6507,-122.41221000000002
110070087495,CARGILL INC REDWOOD CITY,1,,http://echo.epa.gov/detailed-facility-report?fid=110070087495,37.50059,-122.20948999999999
110064600828,GRANITE ROCK,0,1.0,http://echo.epa.gov/detailed-facility-report?fid=110064600828,37.49262,-122.21562
110066044373,"PILARCITOS QUARRY, WEST COAST AGGREGATES, INC.",0,1.0,http://echo.epa.gov/detailed-facility-report?fid=110066044373,37.494061,-122.3961
110070818978,GENNEXT TECHNOLOGIES INC,0,,http://echo.epa.gov/detailed-facility-report?fid=110070818978,37.4671,-122.42978000000001
110070094341,READYREFRESH BY NESTLE BRISBANE,0,,http://echo.epa.gov/detailed-facility-report?fid=110070094341,37.687459999999994,-122.40303999999999
110065964932,L3HARRIS RANDTRON ANTENNA SYSTEMS,0,,http://echo.epa.gov/detailed-facility-report?fid=110065964932,37.48425,-122.17633000000001
110070486625,SHRED-IT USA LLC,0,,http://echo.epa.gov/detailed-facility-report?fid=110070486625,37.56612,-122.27486999999999
110070091260,GUADALUPE VALLEY QUARRY,0,,http://echo.epa.gov/detailed-facility-report?fid=110070091260,37.6861,-122.41095
