Year,Violations
2001,3
2002,3
2003,9
2004,12
2005,10
2006,11
2007,13
2008,104
2009,75
2010,108
2011,112
2012,134
2013,112
2014,176
2015,226
2016,243
2017,236
2018,251
2019,267
2020,203
