YEAR,Total
2001,21
2002,12
2003,14
2004,13
2005,7
2006,12
2007,10
2008,0
2009,11
2010,1
2011,1
2012,0
2013,0
2014,0
2015,1
2016,9
2017,28
2018,187
2019,415
2020,418
