Date,Count
2001,6
2002,9
2003,32
2004,53
2005,41
2006,46
2007,53
2008,49
2009,30
2010,35
2011,21
2012,28
2013,21
2014,41
2015,44
2016,47
2017,47
2018,41
2019,37
2020,11
