Year,Violations
2001,41
2002,55
2003,52
2004,47
2005,52
2006,56
2007,49
2008,149
2009,244
2010,134
2011,130
2012,207
2013,227
2014,260
2015,248
2016,250
2017,308
2018,344
2019,334
2020,249
