Year,Violations
2001,230
2002,293
2003,284
2004,282
2005,315
2006,391
2007,392
2008,364
2009,433
2010,437
2011,292
2012,338
2013,230
2014,125
2015,111
2016,135
2017,127
2018,185
2019,132
2020,88
