Program,State,CD,Facilities,Percent
CAA,MA,,78,1.9417475728155338
CWA,MA,,492,10.962566844919785
RCRA,MA,,354,1.9710467706013364
CAA,MA,9,3,0.75
CWA,MA,9,70,16.666666666666664
RCRA,MA,9,8,0.44767767207610526
