Year,Violations
2001,50
2002,52
2003,81
2004,65
2005,79
2006,159
2007,110
2008,99
2009,101
2010,48
2011,53
2012,47
2013,71
2014,92
2015,84
2016,85
2017,78
2018,81
2019,138
2020,68
