Date,Sum_District,Sum_State
2010,646696.1885,54701169.98327703
2011,568515.9052500001,52220518.26050401
2012,448152.1735,50817430.213981025
2013,450701.7429999999,48201163.73810001
2014,532611.6259999999,48480428.24079401
2015,496504.23999999993,47324630.599094056
2016,416853.054,44152001.96289398
2017,362250.78800000006,38786629.54329702
2018,357813.036,41531488.355494015
