Year,Violations
2001,489
2002,340
2003,359
2004,381
2005,441
2006,440
2007,478
2008,1004
2009,1214
2010,1073
2011,1329
2012,1299
2013,1213
2014,1367
2015,1421
2016,1394
2017,1447
2018,1414
2019,1324
2020,1251
2021,4
