YEAR,Total
2001,61
2002,114
2003,317
2004,505
2005,557
2006,437
2007,541
2008,438
2009,362
2010,329
2011,264
2012,273
2013,311
2014,399
2015,388
2016,420
2017,311
2018,326
2019,442
2020,409
