,FAC_NAME,noncomp_count,CWA_FORMAL_ACTION_COUNT,DFR_URL,FAC_LAT,FAC_LONG
53165,LONDON MINE EXTENSION TUNNEL,13,3.0,http://echo.epa.gov/detailed-facility-report?fid=110002041460,39.273,-106.145
36491,BROADMOOR PARK PROPERTIES,13,2.0,http://echo.epa.gov/detailed-facility-report?fid=110023136783,38.71245,-104.82569
24,SINTON DAIRY FOODS COMP LLC,13,,http://echo.epa.gov/detailed-facility-report?fid=110000467726,38.885997,-104.832955
886,CHEROKEE METRO DISTRICT WATER RECLAMATION FACILITY,13,,http://echo.epa.gov/detailed-facility-report?fid=110041920561,38.751794,-104.471592
2845,WOODLAND PARK CITY OF,13,,http://echo.epa.gov/detailed-facility-report?fid=110006781152,39.030833,-105.080833
5207,MONARCH MOUNTAIN LODGE WASTWATER COMPANY,13,,http://echo.epa.gov/detailed-facility-report?fid=110006781376,38.55036,-106.286611
8362,PARKDALE PROJECT,13,,http://echo.epa.gov/detailed-facility-report?fid=110002048007,38.491389,-105.401667
14381,D & E MAIL CONTRACTORS INC,13,,http://echo.epa.gov/detailed-facility-report?fid=110046327792,38.41755,-105.21734
17671,CAMPER SERVICES BUILDING,13,,http://echo.epa.gov/detailed-facility-report?fid=110037263779,38.895,-105.182778
17717,CROSSROADS BUSINESS CENTER,13,,http://echo.epa.gov/detailed-facility-report?fid=110038448775,38.410833,-105.045833
18110,EDITH WOLFORD ELEM SCHOOL WWTF,13,,http://echo.epa.gov/detailed-facility-report?fid=110021390494,39.03002,-104.70047
20740,SECURITY SD,13,,http://echo.epa.gov/detailed-facility-report?fid=110039690000,38.73768,-104.73661
22755,BUTALA SAND & GRAVEL,13,,http://echo.epa.gov/detailed-facility-report?fid=110024818697,38.553062,-106.020559
28001,FAIRPLAY SANITATION DISTRICT WWTF,13,,http://echo.epa.gov/detailed-facility-report?fid=110009128540,39.220222,-105.986
31095,GROENDYKE TRANSPORT,13,,http://echo.epa.gov/detailed-facility-report?fid=110043709733,38.669136,-104.70418
34714,D & J PALLET INC,13,,http://echo.epa.gov/detailed-facility-report?fid=110046293747,38.777777,-104.766666
34832,WOODLAND PARK SCHOOL DIST RE-2,13,,http://echo.epa.gov/detailed-facility-report?fid=110046316394,39.01327,-105.0668
34977,ELLICOTT SPRINGS WWTF,13,,http://echo.epa.gov/detailed-facility-report?fid=110024382559,38.754667,-104.395167
35968,HOLCIM (US) INC. PORTLAND PLANT,13,,http://echo.epa.gov/detailed-facility-report?fid=110000600289,38.386367,-105.017688
36312,CON-WAY FREIGHT - UCO,13,,http://echo.epa.gov/detailed-facility-report?fid=110054115694,38.84537,-104.71938
