Program,State,CD,Facilities,Percent
CAA,UT,,8,1.5037593984962405
CWA,UT,,116,1.1591885680023983
RCRA,UT,,35,1.7500000000000002
CAA,UT,1,4,1.342281879194631
CWA,UT,1,38,1.210576616756929
RCRA,UT,1,7,1.7543859649122806
