Date,Count
2001,75
2002,78
2003,79
2004,124
2005,100
2006,107
2007,103
2008,95
2009,75
2010,91
2011,66
2012,98
2013,98
2014,79
2015,69
2016,73
2017,54
2018,45
2019,66
2020,33
