Year,Violations
2001,2732
2002,2880
2003,2543
2004,2104
2005,1682
2006,1516
2007,1610
2008,1522
2009,1295
2010,1150
2011,1008
2012,1039
2013,989
2014,1024
2015,900
2016,822
2017,772
2018,985
2019,1603
2020,1626
