Date,Count
2001,27
2002,24
2003,38
2004,30
2005,35
2006,18
2007,33
2008,21
2009,37
2010,26
2011,36
2012,31
2013,26
2014,50
2015,28
2016,26
2017,48
2018,22
2019,15
2020,15
