Year,Violations
2001,359
2002,437
2003,498
2004,393
2005,516
2006,555
2007,762
2008,928
2009,1157
2010,1011
2011,830
2012,761
2013,846
2014,825
2015,718
2016,746
2017,943
2018,1046
2019,1161
2020,739
