YEAR,Total
2001,434
2002,532
2003,619
2004,670
2005,834
2006,1325
2007,1407
2008,1679
2009,2623
2010,3419
2011,4131
2012,5669
2013,5445
2014,5631
2015,6300
2016,5136
2017,5309
2018,6037
2019,6350
2020,5244
2021,4
