Year,Violations
2001,0
2002,2
2003,5
2004,2
2005,11
2006,8
2007,2
2008,5
2009,14
2010,6
2011,14
2012,2
2013,9
2014,17
2015,29
2016,43
2017,43
2018,143
2019,265
2020,231
