YEAR,Total
2001,5
2002,4
2003,22
2004,19
2005,7
2006,0
2007,10
2008,9
2009,16
2010,13
2011,10
2012,8
2013,6
2014,2
2015,21
2016,19
2017,3
2018,26
2019,52
2020,36
