Date,Count
2001,32
2002,93
2003,122
2004,81
2005,91
2006,88
2007,95
2008,82
2009,80
2010,63
2011,74
2012,90
2013,87
2014,70
2015,40
2016,48
2017,30
2018,25
2019,40
2020,26
