YEAR,Total
2001,5
2002,1
2003,3
2004,0
2005,2
2006,0
2007,12
2008,95
2009,77
2010,9
2011,36
2012,46
2013,17
2014,59
2015,60
2016,68
2017,70
2018,45
2019,36
2020,29
