YEAR,Total
2001,106
2002,289
2003,430
2004,616
2005,663
2006,729
2007,774
2008,1012
2009,911
2010,758
2011,710
2012,628
2013,364
2014,362
2015,520
2016,445
2017,396
2018,423
2019,487
2020,329
