YEAR,Total
2001,22
2002,32
2003,57
2004,68
2005,86
2006,83
2007,111
2008,94
2009,74
2010,103
2011,132
2012,136
2013,158
2014,204
2015,268
2016,239
2017,198
2018,125
2019,170
2020,177
