Year,Violations
2001,1052
2002,1095
2003,1315
2004,1208
2005,1245
2006,1401
2007,1570
2008,1534
2009,1631
2010,1756
2011,1823
2012,2012
2013,2048
2014,2569
2015,2841
2016,3182
2017,4256
2018,4726
2019,4952
2020,3742
2021,5
