Date,Count
2001,521
2002,414
2003,511
2004,460
2005,438
2006,399
2007,402
2008,203
2009,256
2010,257
2011,317
2012,314
2013,258
2014,240
2015,191
2016,197
2017,203
2018,159
2019,158
2020,68
