YEAR,Total
2001,48
2002,25
2003,43
2004,36
2005,42
2006,31
2007,44
2008,23
2009,36
2010,77
2011,60
2012,89
2013,163
2014,171
2015,167
2016,215
2017,186
2018,193
2019,147
2020,106
