YEAR,Total
2001,4
2002,11
2003,2
2004,1
2005,3
2006,9
2007,13
2008,11
2009,27
2010,54
2011,137
2012,184
2013,95
2014,74
2015,107
2016,117
2017,145
2018,73
2019,79
2020,70
