Date,Count
2001,1
2002,0
2003,2
2004,2
2005,6
2006,4
2007,2
2008,2
2009,14
2010,19
2011,20
2012,8
2013,5
2014,7
2015,8
2016,6
2017,5
2018,7
2019,2
2020,1
