YEAR,Total
2001,8
2002,6
2003,8
2004,7
2005,6
2006,8
2007,8
2008,10
2009,5
2010,10
2011,12
2012,22
2013,21
2014,8
2015,8
2016,27
2017,14
2018,24
2019,20
2020,22
