Date,Sum
2010,10312944.000362
2011,10607535.99845
2012,10329748.513315
2013,9830464.628
2014,9843776.917999998
2015,9754447.497999998
2016,9494292.777999999
2017,8660870.881999997
2018,8705290.568000006
