Date,Count
2001,39
2002,110
2003,271
2004,305
2005,201
2006,394
2007,311
2008,211
2009,307
2010,192
2011,143
2012,121
2013,125
2014,130
2015,105
2016,86
2017,44
2018,68
2019,45
2020,41
