Year,Violations
2001,74
2002,89
2003,170
2004,245
2005,257
2006,305
2007,334
2008,327
2009,358
2010,368
2011,303
2012,331
2013,262
2014,319
2015,425
2016,423
2017,301
2018,347
2019,435
2020,360
2021,4
