Year,Violations
2001,1
2002,0
2003,0
2004,9
2005,13
2006,27
2007,24
2008,42
2009,31
2010,20
2011,4
2012,13
2013,21
2014,33
2015,20
2016,10
2017,41
2018,161
2019,296
2020,345
