Year,Violations
2001,536
2002,619
2003,553
2004,640
2005,609
2006,573
2007,798
2008,1384
2009,1413
2010,1109
2011,1294
2012,1253
2013,1044
2014,1234
2015,1298
2016,1527
2017,1671
2018,1659
2019,1883
2020,1478
